frame,sceneChanged,numDetections,detections,numTracks,tracks,activeLeadId,riskLevel,ttc
407,0,4,2:529:449:14:14:0.2703;2:540:453:35:27:0.7572;7:617:413:182:64:0.3543;7:851:340:108:159:0.2759,3,38:2:540:453:35:27;39:2:529:449:14:14;40:7:617:413:182:64,38,SAFE,inf
408,0,3,2:529:450:13:13:0.2043;2:540:453:34:27:0.8061;7:616:412:184:65:0.4570,3,38:2:540:453:34:27;39:2:529:450:13:13;40:7:616:412:184:65,38,SAFE,inf
409,0,2,2:540:453:34:27:0.8181;7:616:411:185:65:0.2513,2,38:2:540:453:34:27;40:7:616:411:185:65,38,SAFE,inf
410,0,2,2:540:453:34:27:0.7949;7:616:411:187:66:0.2438,2,38:2:540:453:34:27;40:7:616:411:187:66,38,SAFE,inf
411,0,3,2:527:450:13:13:0.2053;2:540:453:34:27:0.8302;7:615:411:191:66:0.2445,2,38:2:540:453:34:27;40:7:615:411:191:66,38,SAFE,inf
412,0,3,2:527:450:12:13:0.2297;2:540:453:33:26:0.8095;7:612:411:195:66:0.2387,2,38:2:540:453:33:26;40:7:612:411:195:66,38,SAFE,inf
413,0,2,2:526:450:12:14:0.3577;2:540:453:33:26:0.8031,2,38:2:540:453:33:26;39:2:526:450:12:14,38,SAFE,inf
414,0,3,2:526:450:12:13:0.3985;2:540:453:33:26:0.7880;7:632:412:178:66:0.1393,2,38:2:540:453:33:26;39:2:526:450:12:13,38,SAFE,inf
415,0,4,0:304:457:12:28:0.1396;2:525:450:13:13:0.3041;2:540:453:33:26:0.7545;7:633:410:178:70:0.1228,2,38:2:540:453:33:26;39:2:525:450:13:13,38,SAFE,inf
416,0,3,2:525:449:11:14:0.2063;2:540:453:33:26:0.7536;7:630:410:185:68:0.1129,2,38:2:540:453:33:26;39:2:525:449:11:14,38,SAFE,inf
417,0,2,2:540:452:33:27:0.7566;7:634:409:180:71:0.1648,1,38:2:540:452:33:27,38,SAFE,inf
418,0,3,0:290:459:15:27:0.1169;2:540:453:32:26:0.7491;7:632:409:186:72:0.1674,1,38:2:540:453:32:26,38,SAFE,inf
419,0,4,0:287:460:13:26:0.1155;2:524:449:12:14:0.2351;2:540:452:32:26:0.7152;7:617:408:204:70:0.2436,1,38:2:540:452:32:26,38,SAFE,inf
420,0,5,2:523:449:13:14:0.3511;2:539:452:33:26:0.7202;7:323:406:80:60:0.2970;7:633:406:189:73:0.2144;7:876:419:48:54:0.3025,3,38:2:539:452:33:26;39:2:523:449:13:14;40:7:323:406:80:60,38,SAFE,inf
421,0,6,0:274:464:15:23:0.1466;2:523:449:12:14:0.3500;2:539:452:32:26:0.7125;7:322:405:79:61:0.2717;7:623:406:203:74:0.2123;7:879:419:46:54:0.2622,3,38:2:539:452:32:26;39:2:523:449:12:14;40:7:322:405:79:61,38,SAFE,inf
422,0,6,0:269:462:15:26:0.1069;2:523:449:12:13:0.3806;2:538:452:33:27:0.7208;7:320:405:81:61:0.2485;7:624:405:205:76:0.1914;7:880:418:43:55:0.2529,4,38:2:538:452:33:27;39:2:523:449:12:13;40:7:320:405:81:61;41:7:880:418:43:55,38,SAFE,inf
423,0,5,2:522:449:12:13:0.2758;2:538:451:33:27:0.7224;7:321:405:78:61:0.4105;7:629:404:203:76:0.1354;7:883:418:50:54:0.2066,4,38:2:538:451:33:27;39:2:522:449:12:13;40:7:321:405:78:61;41:7:883:418:50:54,38,SAFE,inf
424,0,5,0:257:464:17:23:0.1065;0:1206:466:26:69:0.1922;2:522:448:12:14:0.2041;2:538:451:33:27:0.8465;7:619:404:217:76:0.2076,2,38:2:538:451:33:27;39:2:522:448:12:14,38,SAFE,49.510
425,0,3,0:253:462:14:26:0.1451;2:538:451:32:27:0.8545;5:612:403:228:73:0.2173,1,38:2:538:451:32:27,38,SAFE,17.682
426,0,3,2:538:451:32:27:0.8520;5:614:402:227:74:0.4140;7:320:403:77:62:0.3026,2,38:2:538:451:32:27;40:7:320:403:77:62,38,SAFE,10.763
427,0,1,2:537:451:34:27:0.8169,1,38:2:537:451:34:27,38,SAFE,10.315
428,0,1,2:537:451:33:26:0.7977,1,38:2:537:451:33:26,38,SAFE,14.562
429,0,2,0:225:465:18:25:0.1163;2:537:451:33:26:0.7883,1,38:2:537:451:33:26,38,SAFE,24.755
430,0,4,2:519:447:12:14:0.2004;2:536:451:34:26:0.7795;7:320:430:20:36:0.2207;7:636:401:216:77:0.1673,1,38:2:536:451:34:26,38,SAFE,inf
431,0,4,2:518:447:13:14:0.2780;2:537:450:33:27:0.7869;7:320:430:31:37:0.2488;7:391:439:29:23:0.2538,2,38:2:537:450:33:27;39:2:518:447:13:14,38,SAFE,inf
432,0,4,2:518:448:13:14:0.2478;2:536:451:34:27:0.7729;5:613:396:249:83:0.2228;7:904:413:49:56:0.2490,2,38:2:536:451:34:27;39:2:518:448:13:14,38,SAFE,24.755
