frame,time_sec,rank,best_class_id,best_class_name,best_score,second_class_id,second_class_name,second_score,third_class_id,third_class_name,third_score,car_score,bus_score,train_score,truck_score,boat_score,left,top,width,height,right,bottom,touches_right_edge,passes_confidence_010,passes_target_class,passes_final_filter
614,20.454,11,2,car,0.000541,13,bench,0.000130,7,truck,0.000046,0.000541,0.000020,0.000040,0.000046,0.000009,7,593,1080,113,1087,706,0,0,1,0
614,20.454,12,6,train,0.000409,4,airplane,0.000062,7,truck,0.000052,0.000045,0.000025,0.000409,0.000052,0.000024,636,262,639,243,1275,505,1,0,0,0
614,20.454,13,2,car,0.000374,13,bench,0.000177,6,train,0.000085,0.000374,0.000018,0.000085,0.000049,0.000018,158,601,1117,106,1275,707,1,0,1,0
614,20.454,14,6,train,0.000373,4,airplane,0.000097,2,car,0.000064,0.000064,0.000023,0.000373,0.000042,0.000020,639,325,636,281,1275,606,1,0,0,0
614,20.454,15,6,train,0.000358,2,car,0.000047,4,airplane,0.000042,0.000047,0.000020,0.000358,0.000024,0.000013,267,325,866,319,1133,644,0,0,0,0
614,20.454,16,6,train,0.000330,60,dining table,0.000122,4,airplane,0.000023,0.000014,0.000018,0.000330,0.000019,0.000019,529,167,715,323,1244,490,1,0,0,0
614,20.454,17,6,train,0.000167,4,airplane,0.000013,2,car,0.000011,0.000011,0.000006,0.000167,0.000009,0.000004,611,329,652,174,1263,503,1,0,0,0
614,20.454,18,60,dining table,0.000154,8,boat,0.000015,4,airplane,0.000014,0.000009,0.000005,0.000014,0.000012,0.000015,347,0,928,594,1275,594,1,0,0,0
614,20.454,19,6,train,0.000151,2,car,0.000026,4,airplane,0.000012,0.000026,0.000006,0.000151,0.000008,0.000006,192,330,977,300,1169,630,0,0,0,0
614,20.454,20,6,train,0.000137,60,dining table,0.000128,4,airplane,0.000041,0.000019,0.000014,0.000137,0.000022,0.000027,529,68,747,498,1276,566,1,0,0,0
615,20.487,1,2,car,0.002042,13,bench,0.000244,7,truck,0.000111,0.002042,0.000060,0.000108,0.000111,0.000019,10,591,1191,114,1201,705,0,0,1,0
615,20.487,2,6,train,0.001386,4,airplane,0.000154,7,truck,0.000120,0.000084,0.000062,0.001386,0.000120,0.000031,652,316,624,166,1276,482,1,0,0,0
615,20.487,3,2,car,0.001062,13,bench,0.000129,6,train,0.000069,0.001062,0.000035,0.000069,0.000055,0.000013,19,589,1195,115,1214,704,0,0,1,0
615,20.487,4,2,car,0.001050,13,bench,0.000192,6,train,0.000132,0.001050,0.000057,0.000132,0.000078,0.000022,12,589,1207,115,1219,704,1,0,1,0
615,20.487,5,2,car,0.001040,13,bench,0.000742,6,train,0.000245,0.001040,0.000098,0.000245,0.000146,0.000055,88,600,1180,105,1268,705,1,0,1,0
615,20.487,6,2,car,0.000781,13,bench,0.000409,6,train,0.000151,0.000781,0.000055,0.000151,0.000096,0.000035,142,602,1130,106,1272,708,1,0,1,0
615,20.487,7,6,train,0.000667,7,truck,0.000101,4,airplane,0.000080,0.000062,0.000042,0.000667,0.000101,0.000036,630,268,646,232,1276,500,1,0,0,0
615,20.487,8,6,train,0.000639,4,airplane,0.000119,2,car,0.000110,0.000110,0.000052,0.000639,0.000077,0.000030,271,328,983,324,1254,652,1,0,0,0
615,20.487,9,2,car,0.000638,13,bench,0.000181,60,dining table,0.000144,0.000638,0.000053,0.000123,0.000067,0.000022,36,591,1207,112,1243,703,1,0,1,0
615,20.487,10,2,car,0.000588,13,bench,0.000267,60,dining table,0.000148,0.000588,0.000061,0.000124,0.000076,0.000027,30,595,1219,107,1249,702,1,0,1,0
615,20.487,11,2,car,0.000579,13,bench,0.000139,7,truck,0.000055,0.000579,0.000027,0.000051,0.000055,0.000010,8,592,1065,114,1073,706,0,0,1,0
615,20.487,12,2,car,0.000560,13,bench,0.000321,6,train,0.000128,0.000560,0.000063,0.000128,0.000085,0.000029,94,598,1133,105,1227,703,1,0,1,0
615,20.487,13,6,train,0.000482,4,airplane,0.000094,2,car,0.000083,0.000083,0.000037,0.000482,0.000070,0.000022,639,321,636,256,1275,577,1,0,0,0
615,20.487,14,2,car,0.000387,13,bench,0.000186,6,train,0.000101,0.000387,0.000023,0.000101,0.000054,0.000017,155,601,1120,106,1275,707,1,0,1,0
615,20.487,15,6,train,0.000298,60,dining table,0.000088,7,truck,0.000024,0.000013,0.000018,0.000298,0.000024,0.000021,585,169,616,313,1201,482,0,0,0,0
615,20.487,16,6,train,0.000170,2,car,0.000036,4,airplane,0.000016,0.000036,0.000009,0.000170,0.000013,0.000007,201,326,945,301,1146,627,0,0,0,0
615,20.487,17,60,dining table,0.000166,8,boat,0.000015,6,train,0.000014,0.000009,0.000006,0.000014,0.000013,0.000015,333,0,942,596,1275,596,1,0,0,0
615,20.487,18,6,train,0.000155,2,car,0.000027,4,airplane,0.000021,0.000027,0.000013,0.000155,0.000017,0.000007,281,323,751,317,1032,640,0,0,0,0
615,20.487,19,6,train,0.000153,60,dining table,0.000141,4,airplane,0.000042,0.000021,0.000017,0.000153,0.000029,0.000033,502,59,774,507,1276,566,1,0,0,0
615,20.487,20,4,airplane,0.000138,7,truck,0.000046,9,traffic light,0.000026,0.000012,0.000002,0.000003,0.000046,0.000013,1206,446,59,55,1265,501,1,0,0,0
616,20.521,1,2,car,0.001790,13,bench,0.000222,7,truck,0.000113,0.001790,0.000064,0.000109,0.000113,0.000020,10,593,1188,113,1198,706,0,0,1,0
616,20.521,2,6,train,0.001766,4,airplane,0.000142,7,truck,0.000125,0.000074,0.000066,0.001766,0.000125,0.000029,654,314,623,166,1277,480,1,0,0,0
616,20.521,3,2,car,0.001225,13,bench,0.000209,6,train,0.000170,0.001225,0.000078,0.000170,0.000097,0.000026,12,590,1215,115,1227,705,1,0,1,0
616,20.521,4,2,car,0.001167,13,bench,0.000755,6,train,0.000309,0.001167,0.000125,0.000309,0.000170,0.000058,75,599,1194,107,1269,706,1,0,1,0
616,20.521,5,2,car,0.001096,13,bench,0.000130,6,train,0.000079,0.001096,0.000042,0.000079,0.000063,0.000015,20,590,1199,115,1219,705,1,0,1,0
616,20.521,6,6,train,0.000976,7,truck,0.000120,4,airplane,0.000085,0.000060,0.000048,0.000976,0.000120,0.000038,634,273,642,225,1276,498,1,0,0,0
616,20.521,7,2,car,0.000780,13,bench,0.000412,6,train,0.000179,0.000780,0.000065,0.000179,0.000101,0.000035,128,601,1145,107,1273,708,1,0,1,0
616,20.521,8,2,car,0.000771,13,bench,0.000202,60,dining table,0.000166,0.000771,0.000072,0.000159,0.000082,0.000025,36,592,1214,111,1250,703,1,0,1,0
616,20.521,9,2,car,0.000707,13,bench,0.000286,60,dining table,0.000158,0.000707,0.000078,0.000152,0.000091,0.000029,28,595,1227,107,1255,702,1,0,1,0
616,20.521,10,2,car,0.000701,13,bench,0.000366,6,train,0.000174,0.000701,0.000086,0.000174,0.000106,0.000032,75,597,1162,106,1237,703,1,0,1,0
616,20.521,11,6,train,0.000604,4,airplane,0.000115,2,car,0.000108,0.000108,0.000053,0.000604,0.000073,0.000031,254,326,1004,331,1258,657,1,0,0,0
616,20.521,12,2,car,0.000531,13,bench,0.000123,7,truck,0.000054,0.000531,0.000028,0.000050,0.000054,0.000011,8,592,1062,114,1070,706,0,0,1,0
616,20.521,13,6,train,0.000496,4,airplane,0.000084,2,car,0.000073,0.000073,0.000035,0.000496,0.000062,0.000020,645,319,632,261,1277,580,1,0,0,0
616,20.521,14,6,train,0.000371,60,dining table,0.000065,7,truck,0.000027,0.000011,0.000018,0.000371,0.000027,0.000020,609,183,559,296,1168,479,0,0,0,0
616,20.521,15,2,car,0.000359,13,bench,0.000186,6,train,0.000114,0.000359,0.000026,0.000114,0.000053,0.000016,136,600,1139,107,1275,707,1,0,1,0
616,20.521,16,6,train,0.000223,2,car,0.000047,4,airplane,0.000020,0.000047,0.000013,0.000223,0.000017,0.000009,195,325,981,307,1176,632,0,0,0,0
616,20.521,17,6,train,0.000220,60,dining table,0.000156,4,airplane,0.000047,0.000022,0.000019,0.000220,0.000035,0.000035,510,70,767,498,1277,568,1,0,0,0
616,20.521,18,60,dining table,0.000183,6,train,0.000016,8,boat,0.000016,0.000009,0.000006,0.000016,0.000014,0.000016,323,0,952,600,1275,600,1,0,0,0
616,20.521,19,6,train,0.000156,2,car,0.000023,4,airplane,0.000020,0.000023,0.000012,0.000156,0.000015,0.000007,265,322,850,323,1115,645,0,0,0,0
616,20.521,20,2,car,0.000116,6,train,0.000047,13,bench,0.000041,0.000116,0.000009,0.000047,0.000022,0.000007,400,596,875,110,1275,706,1,0,1,0
617,20.554,1,6,train,0.002633,7,truck,0.000193,4,airplane,0.000173,0.000076,0.000093,0.002633,0.000193,0.000033,654,314,621,161,1275,475,1,0,0,0
617,20.554,2,2,car,0.001610,13,bench,0.000667,6,train,0.000279,0.001610,0.000167,0.000279,0.000224,0.000057,72,599,1197,107,1269,706,1,0,1,0
617,20.554,3,6,train,0.001564,7,truck,0.000217,4,airplane,0.000107,0.000059,0.000068,0.001564,0.000217,0.000048,643,285,632,207,1275,492,1,0,0,0
617,20.554,4,2,car,0.001496,13,bench,0.000158,7,truck,0.000107,0.001496,0.000062,0.000099,0.000107,0.000018,11,592,1177,114,1188,706,0,0,1,0
617,20.554,5,2,car,0.001227,13,bench,0.000169,6,train,0.000145,0.001227,0.000080,0.000145,0.000098,0.000023,11,589,1212,115,1223,704,1,0,1,0
617,20.554,6,2,car,0.001086,13,bench,0.000341,6,train,0.000162,0.001086,0.000087,0.000162,0.000133,0.000034,122,601,1150,106,1272,707,1,0,1,0
617,20.554,7,2,car,0.001053,13,bench,0.000100,6,train,0.000073,0.001053,0.000045,0.000073,0.000066,0.000014,20,590,1192,114,1212,704,0,0,1,0
617,20.554,8,2,car,0.001000,13,bench,0.000382,6,train,0.000165,0.001000,0.000120,0.000165,0.000147,0.000033,71,597,1164,106,1235,703,1,0,1,0
617,20.554,9,2,car,0.000871,13,bench,0.000178,60,dining table,0.000124,0.000871,0.000075,0.000123,0.000089,0.000021,34,592,1214,111,1248,703,1,0,1,0
617,20.554,10,2,car,0.000848,13,bench,0.000266,60,dining table,0.000126,0.000848,0.000086,0.000125,0.000104,0.000026,27,595,1226,107,1253,702,1,0,1,0
617,20.554,11,6,train,0.000811,7,truck,0.000101,4,airplane,0.000097,0.000094,0.000058,0.000811,0.000101,0.000025,646,315,630,252,1276,567,1,0,0,0
617,20.554,12,6,train,0.000724,2,car,0.000148,4,airplane,0.000108,0.000148,0.000068,0.000724,0.000102,0.000028,384,322,828,320,1212,642,0,0,0,0
617,20.554,13,2,car,0.000478,13,bench,0.000146,6,train,0.000104,0.000478,0.000033,0.000104,0.000069,0.000017,143,600,1132,107,1275,707,1,0,1,0
617,20.554,14,6,train,0.000449,2,car,0.000090,7,truck,0.000039,0.000090,0.000028,0.000449,0.000039,0.000012,184,321,933,309,1117,630,0,0,0,0
617,20.554,15,2,car,0.000407,13,bench,0.000084,7,truck,0.000048,0.000407,0.000025,0.000043,0.000048,0.000010,8,592,1032,114,1040,706,0,0,1,0
617,20.554,16,6,train,0.000290,60,dining table,0.000110,7,truck,0.000052,0.000022,0.000022,0.000290,0.000052,0.000042,531,78,745,478,1276,556,1,0,0,0
617,20.554,17,4,airplane,0.000187,6,train,0.000123,2,car,0.000050,0.000050,0.000007,0.000123,0.000019,0.000023,672,310,603,217,1275,527,1,0,0,0
617,20.554,18,60,dining table,0.000181,6,train,0.000019,7,truck,0.000018,0.000011,0.000008,0.000019,0.000018,0.000018,312,0,962,597,1274,597,1,0,0,0
617,20.554,19,4,airplane,0.000148,6,train,0.000086,2,car,0.000055,0.000055,0.000008,0.000086,0.000018,0.000015,666,317,609,291,1275,608,1,0,0,0
617,20.554,20,4,airplane,0.000140,71,sink,0.000032,61,toilet,0.000026,0.000024,0.000003,0.000019,0.000010,0.000011,719,304,558,198,1277,502,1,0,0,0
618,20.587,1,2,car,0.003506,13,bench,0.000998,7,truck,0.000316,0.003506,0.000132,0.000141,0.000316,0.000060,69,599,1200,107,1269,706,1,0,1,0
618,20.587,2,2,car,0.003343,13,bench,0.000539,7,truck,0.000219,0.003343,0.000081,0.000084,0.000219,0.000041,116,600,1159,107,1275,707,1,0,1,0
618,20.587,3,6,train,0.002092,7,truck,0.000190,4,airplane,0.000150,0.000107,0.000096,0.002092,0.000190,0.000034,654,309,622,164,1276,473,1,0,0,0
618,20.587,4,2,car,0.001710,13,bench,0.000299,6,train,0.000170,0.001710,0.000081,0.000170,0.000112,0.000027,11,589,1216,116,1227,705,1,0,1,0
618,20.587,5,2,car,0.001699,13,bench,0.000247,6,train,0.000118,0.001699,0.000062,0.000118,0.000107,0.000017,11,590,1181,115,1192,705,0,0,1,0
618,20.587,6,2,car,0.001618,13,bench,0.000552,7,truck,0.000183,0.001618,0.000095,0.000110,0.000183,0.000034,58,598,1176,106,1234,704,1,0,1,0
618,20.587,7,2,car,0.001563,13,bench,0.000240,7,truck,0.000117,0.001563,0.000035,0.000060,0.000117,0.000022,144,598,1131,109,1275,707,1,0,1,0
618,20.587,8,6,train,0.001384,7,truck,0.000217,4,airplane,0.000109,0.000074,0.000067,0.001384,0.000217,0.000052,644,281,633,207,1277,488,1,0,0,0
618,20.587,9,2,car,0.001304,13,bench,0.000173,6,train,0.000088,0.001304,0.000045,0.000088,0.000068,0.000015,20,589,1197,115,1217,704,1,0,1,0
618,20.587,10,2,car,0.001264,13,bench,0.000414,7,truck,0.000131,0.001264,0.000080,0.000109,0.000131,0.000029,24,596,1229,106,1253,702,1,0,1,0
618,20.587,11,2,car,0.001189,13,bench,0.000300,6,train,0.000131,0.001189,0.000073,0.000131,0.000101,0.000025,30,592,1221,111,1251,703,1,0,1,0
618,20.587,12,6,train,0.000398,2,car,0.000138,7,truck,0.000094,0.000138,0.000054,0.000398,0.000094,0.000022,644,312,633,237,1277,549,1,0,0,0
618,20.587,13,2,car,0.000388,13,bench,0.000111,6,train,0.000048,0.000388,0.000025,0.000048,0.000045,0.000008,8,591,1034,115,1042,706,0,0,1,0
618,20.587,14,6,train,0.000370,2,car,0.000242,7,truck,0.000130,0.000242,0.000071,0.000370,0.000130,0.000025,322,319,896,324,1218,643,1,0,0,0
618,20.587,15,2,car,0.000351,13,bench,0.000050,60,dining table,0.000050,0.000351,0.000012,0.000035,0.000038,0.000009,409,593,865,113,1274,706,1,0,1,0
618,20.587,16,6,train,0.000323,60,dining table,0.000147,4,airplane,0.000059,0.000027,0.000025,0.000323,0.000058,0.000046,561,78,716,466,1277,544,1,0,0,0
618,20.587,17,6,train,0.000313,2,car,0.000116,7,truck,0.000043,0.000116,0.000025,0.000313,0.000043,0.000012,188,319,929,312,1117,631,0,0,0,0
618,20.587,18,60,dining table,0.000260,0,person,0.000025,6,train,0.000024,0.000014,0.000010,0.000024,0.000024,0.000022,332,0,944,598,1276,598,1,0,0,0
618,20.587,19,2,car,0.000183,6,train,0.000048,4,airplane,0.000045,0.000183,0.000020,0.000048,0.000043,0.000016,341,314,936,371,1277,685,1,0,1,0
618,20.587,20,2,car,0.000147,7,truck,0.000019,13,bench,0.000015,0.000147,0.000006,0.000004,0.000019,0.000006,171,375,1106,331,1277,706,1,0,1,0
619,20.621,1,2,car,0.002314,13,bench,0.000251,7,truck,0.000148,0.002314,0.000055,0.000078,0.000148,0.000039,154,599,1120,109,1274,708,1,0,1,0
619,20.621,2,2,car,0.002071,13,bench,0.000397,7,truck,0.000197,0.002071,0.000086,0.000130,0.000197,0.000054,95,599,1171,106,1266,705,1,0,1,0
619,20.621,3,2,car,0.001615,13,bench,0.000239,6,train,0.000142,0.001615,0.000060,0.000142,0.000097,0.000016,10,590,1163,114,1173,704,0,0,1,0
619,20.621,4,2,car,0.001209,13,bench,0.000134,7,truck,0.000092,0.001209,0.000029,0.000067,0.000092,0.000022,214,597,1061,110,1275,707,1,0,1,0
619,20.621,5,6,train,0.001127,4,airplane,0.000185,7,truck,0.000140,0.000132,0.000064,0.001127,0.000140,0.000035,657,311,620,167,1277,478,1,0,0,0
619,20.621,6,2,car,0.001076,13,bench,0.000145,6,train,0.000105,0.001076,0.000039,0.000105,0.000057,0.000015,18,588,1179,115,1197,703,0,0,1,0
619,20.621,7,2,car,0.000990,13,bench,0.000172,6,train,0.000157,0.000990,0.000052,0.000157,0.000070,0.000022,11,588,1195,116,1206,704,0,0,1,0
619,20.621,8,2,car,0.000920,13,bench,0.000232,60,dining table,0.000113,0.000920,0.000058,0.000092,0.000109,0.000032,84,597,1139,106,1223,703,1,0,1,0
619,20.621,9,6,train,0.000682,7,truck,0.000122,4,airplane,0.000096,0.000077,0.000044,0.000682,0.000122,0.000037,644,282,632,210,1276,492,1,0,0,0
619,20.621,10,2,car,0.000600,13,bench,0.000163,60,dining table,0.000097,0.000600,0.000043,0.000085,0.000069,0.000024,28,595,1214,107,1242,702,1,0,1,0
619,20.621,11,2,car,0.000553,13,bench,0.000133,6,train,0.000107,0.000553,0.000040,0.000107,0.000055,0.000020,30,591,1207,112,1237,703,1,0,1,0
619,20.621,12,2,car,0.000423,13,bench,0.000123,6,train,0.000060,0.000423,0.000026,0.000060,0.000046,0.000008,8,590,1014,115,1022,705,0,0,1,0
619,20.621,13,60,dining table,0.000305,0,person,0.000031,6,train,0.000027,0.000016,0.000012,0.000027,0.000025,0.000024,355,0,920,614,1275,614,1,0,0,0
619,20.621,14,6,train,0.000303,60,dining table,0.000043,7,truck,0.000025,0.000010,0.000017,0.000303,0.000025,0.000015,625,187,500,294,1125,481,0,0,0,0
619,20.621,15,6,train,0.000283,2,car,0.000182,4,airplane,0.000100,0.000182,0.000047,0.000283,0.000071,0.000024,297,316,960,336,1257,652,1,0,0,0
619,20.621,16,2,car,0.000253,60,dining table,0.000035,6,train,0.000032,0.000253,0.000010,0.000032,0.000029,0.000008,471,590,804,116,1275,706,1,0,1,0
619,20.621,17,6,train,0.000234,60,dining table,0.000152,4,airplane,0.000053,0.000026,0.000023,0.000234,0.000041,0.000035,560,91,716,472,1276,563,1,0,0,0
619,20.621,18,6,train,0.000224,2,car,0.000172,4,airplane,0.000113,0.000172,0.000033,0.000224,0.000078,0.000023,654,314,623,283,1277,597,1,0,0,0
619,20.621,19,6,train,0.000203,60,dining table,0.000044,2,car,0.000033,0.000033,0.000011,0.000203,0.000013,0.000010,28,274,1051,407,1079,681,0,0,0,0
619,20.621,20,6,train,0.000197,2,car,0.000055,0,person,0.000021,0.000055,0.000012,0.000197,0.000018,0.000009,192,317,864,310,1056,627,0,0,0,0
620,20.654,1,2,car,0.003114,13,bench,0.000704,7,truck,0.000247,0.003114,0.000090,0.000144,0.000247,0.000061,99,601,1167,104,1266,705,1,0,1,0
620,20.654,2,2,car,0.002947,13,bench,0.000236,6,train,0.000137,0.002947,0.000062,0.000137,0.000125,0.000019,8,591,1190,114,1198,705,0,0,1,0
620,20.654,3,2,car,0.002613,13,bench,0.000407,7,truck,0.000157,0.002613,0.000052,0.000070,0.000157,0.000039,163,603,1106,104,1269,707,1,0,1,0
620,20.654,4,2,car,0.002142,13,bench,0.000265,6,train,0.000242,0.002142,0.000075,0.000242,0.000118,0.000031,9,588,1204,116,1213,704,0,0,1,0
620,20.654,5,2,car,0.002097,13,bench,0.000176,6,train,0.000120,0.002097,0.000047,0.000120,0.000083,0.000018,13,589,1199,115,1212,704,0,0,1,0
620,20.654,6,2,car,0.001480,13,bench,0.000365,60,dining table,0.000153,0.001480,0.000065,0.000119,0.000149,0.000036,84,599,1138,103,1222,702,1,0,1,0
620,20.654,7,2,car,0.001132,13,bench,0.000219,6,train,0.000170,0.001132,0.000056,0.000170,0.000090,0.000028,26,591,1214,112,1240,703,1,0,1,0
620,20.654,8,2,car,0.001108,13,bench,0.000266,60,dining table,0.000155,0.001108,0.000055,0.000133,0.000105,0.000030,26,596,1215,106,1241,702,1,0,1,0
620,20.654,9,2,car,0.001078,13,bench,0.000179,7,truck,0.000084,0.001078,0.000024,0.000050,0.000084,0.000020,202,601,1073,105,1275,706,1,0,1,0
620,20.654,10,2,car,0.000923,13,bench,0.000144,7,truck,0.000067,0.000923,0.000030,0.000066,0.000067,0.000012,6,591,1077,115,1083,706,0,0,1,0
620,20.654,11,6,train,0.000635,2,car,0.000150,4,airplane,0.000126,0.000150,0.000053,0.000635,0.000102,0.000027,657,313,619,167,1276,480,1,0,0,0
620,20.654,12,6,train,0.000381,7,truck,0.000071,60,dining table,0.000066,0.000066,0.000033,0.000381,0.000071,0.000022,631,282,644,216,1275,498,1,0,0,0
620,20.654,13,6,train,0.000260,60,dining table,0.000074,7,truck,0.000019,0.000011,0.000017,0.000260,0.000019,0.000012,578,173,624,318,1202,491,0,0,0,0
620,20.654,14,6,train,0.000222,2,car,0.000110,0,person,0.000064,0.000110,0.000029,0.000222,0.000036,0.000011,275,319,819,318,1094,637,0,0,0,0
620,20.654,15,6,train,0.000195,2,car,0.000175,0,person,0.000133,0.000175,0.000038,0.000195,0.000056,0.000021,263,317,997,339,1260,656,1,0,0,0
620,20.654,16,6,train,0.000191,60,dining table,0.000048,2,car,0.000035,0.000035,0.000008,0.000191,0.000012,0.000009,20,270,1087,413,1107,683,0,0,0,0
620,20.654,17,2,car,0.000187,6,train,0.000149,4,airplane,0.000092,0.000187,0.000028,0.000149,0.000063,0.000019,651,315,626,268,1277,583,1,0,1,0
620,20.654,18,2,car,0.000187,13,bench,0.000034,60,dining table,0.000033,0.000187,0.000008,0.000026,0.000025,0.000007,456,593,819,112,1275,705,1,0,1,0
620,20.654,19,60,dining table,0.000180,0,person,0.000021,6,train,0.000018,0.000010,0.000007,0.000018,0.000015,0.000014,335,0,938,614,1273,614,1,0,0,0
620,20.654,20,2,car,0.000180,4,airplane,0.000062,6,train,0.000036,0.000180,0.000014,0.000036,0.000033,0.000014,469,314,807,355,1276,669,1,0,1,0
621,20.687,1,2,car,0.002520,13,bench,0.000256,6,train,0.000199,0.002520,0.000076,0.000199,0.000127,0.000019,8,589,1202,116,1210,705,0,0,1,0
621,20.687,2,6,train,0.001789,4,airplane,0.000177,7,truck,0.000172,0.000130,0.000078,0.001789,0.000172,0.000031,657,313,619,164,1276,477,1,0,0,0
621,20.687,3,2,car,0.001593,6,train,0.000174,13,bench,0.000172,0.001593,0.000055,0.000174,0.000079,0.000018,13,588,1216,116,1229,704,1,0,1,0
621,20.687,4,2,car,0.001411,13,bench,0.000647,6,train,0.000258,0.001411,0.000091,0.000258,0.000182,0.000060,81,600,1186,106,1267,706,1,0,1,0
621,20.687,5,2,car,0.001291,6,train,0.000287,13,bench,0.000216,0.001291,0.000072,0.000287,0.000089,0.000027,10,588,1210,116,1220,704,1,0,1,0
621,20.687,6,2,car,0.001097,13,bench,0.000429,6,train,0.000133,0.001097,0.000049,0.000133,0.000116,0.000037,138,603,1134,105,1272,708,1,0,1,0
621,20.687,7,6,train,0.000960,7,truck,0.000125,4,airplane,0.000080,0.000075,0.000052,0.000960,0.000125,0.000031,644,291,632,197,1276,488,1,0,0,0
621,20.687,8,2,car,0.000788,6,train,0.000235,13,bench,0.000195,0.000788,0.000063,0.000235,0.000077,0.000030,24,590,1218,113,1242,703,1,0,1,0
621,20.687,9,6,train,0.000775,60,dining table,0.000091,2,car,0.000048,0.000048,0.000021,0.000775,0.000024,0.000013,27,311,992,288,1019,599,0,0,0,0
621,20.687,10,2,car,0.000698,13,bench,0.000132,6,train,0.000073,0.000698,0.000030,0.000073,0.000058,0.000010,6,589,1092,117,1098,706,0,0,1,0
621,20.687,11,2,car,0.000694,13,bench,0.000287,6,train,0.000162,0.000694,0.000063,0.000162,0.000104,0.000033,62,598,1157,105,1219,703,1,0,1,0
621,20.687,12,2,car,0.000593,13,bench,0.000210,6,train,0.000168,0.000593,0.000055,0.000168,0.000076,0.000029,21,595,1223,107,1244,702,1,0,1,0
621,20.687,13,2,car,0.000583,13,bench,0.000234,6,train,0.000094,0.000583,0.000024,0.000094,0.000070,0.000020,168,602,1107,105,1275,707,1,0,1,0
621,20.687,14,6,train,0.000552,2,car,0.000120,4,airplane,0.000110,0.000120,0.000039,0.000552,0.000093,0.000021,649,313,627,251,1276,564,1,0,0,0
621,20.687,15,6,train,0.000352,2,car,0.000077,0,person,0.000066,0.000077,0.000030,0.000352,0.000045,0.000015,336,315,917,329,1253,644,1,0,0,0
621,20.687,16,6,train,0.000278,60,dining table,0.000035,7,truck,0.000023,0.000010,0.000016,0.000278,0.000023,0.000011,620,197,507,284,1127,481,0,0,0,0
621,20.687,17,6,train,0.000252,60,dining table,0.000052,2,car,0.000027,0.000027,0.000010,0.000252,0.000011,0.000009,33,287,1074,393,1107,680,0,0,0,0
621,20.687,18,6,train,0.000226,60,dining table,0.000098,4,airplane,0.000035,0.000023,0.000021,0.000226,0.000034,0.000025,545,114,731,441,1276,555,1,0,0,0
621,20.687,19,6,train,0.000216,2,car,0.000069,60,dining table,0.000047,0.000069,0.000013,0.000216,0.000014,0.000010,23,322,1041,353,1064,675,0,0,0,0
621,20.687,20,6,train,0.000202,60,dining table,0.000083,69,oven,0.000026,0.000023,0.000012,0.000202,0.000018,0.000013,30,215,1018,476,1048,691,0,0,0,0
622,20.721,1,6,train,0.002554,4,airplane,0.000167,7,truck,0.000153,0.000144,0.000106,0.002554,0.000153,0.000027,655,312,621,163,1276,475,1,0,0,0
622,20.721,2,2,car,0.002430,13,bench,0.000482,6,train,0.000200,0.002430,0.000075,0.000200,0.000133,0.000021,7,591,1208,114,1215,705,0,0,1,0
622,20.721,3,2,car,0.001617,13,bench,0.000336,6,train,0.000171,0.001617,0.000055,0.000171,0.000090,0.000019,11,589,1220,115,1231,704,1,0,1,0
622,20.721,4,6,train,0.001481,7,truck,0.000151,2,car,0.000096,0.000096,0.000080,0.001481,0.000151,0.000033,646,300,631,187,1277,487,1,0,0,0
622,20.721,5,2,car,0.001397,13,bench,0.000438,6,train,0.000321,0.001397,0.000083,0.000321,0.000112,0.000029,11,589,1215,115,1226,704,1,0,1,0
622,20.721,6,2,car,0.001345,13,bench,0.001103,6,train,0.000314,0.001345,0.000108,0.000314,0.000211,0.000066,71,600,1197,107,1268,707,1,0,1,0
622,20.721,7,2,car,0.000993,13,bench,0.000654,6,train,0.000162,0.000993,0.000057,0.000162,0.000132,0.000040,114,603,1158,106,1272,709,1,0,1,0
622,20.721,8,2,car,0.000930,13,bench,0.000390,6,train,0.000242,0.000930,0.000070,0.000242,0.000097,0.000032,25,590,1223,113,1248,703,1,0,1,0
622,20.721,9,6,train,0.000928,2,car,0.000140,4,airplane,0.000114,0.000140,0.000062,0.000928,0.000096,0.000025,642,312,633,268,1275,580,1,0,0,0
622,20.721,10,2,car,0.000828,13,bench,0.000559,6,train,0.000213,0.000828,0.000083,0.000213,0.000136,0.000040,53,598,1170,106,1223,704,1,0,1,0
622,20.721,11,6,train,0.000779,60,dining table,0.000103,2,car,0.000048,0.000048,0.000023,0.000779,0.000026,0.000014,23,307,1075,318,1098,625,0,0,0,0
622,20.721,12,2,car,0.000777,13,bench,0.000442,6,train,0.000212,0.000777,0.000074,0.000212,0.000104,0.000034,21,595,1230,108,1251,703,1,0,1,0
622,20.721,13,6,train,0.000704,2,car,0.000104,4,airplane,0.000079,0.000104,0.000037,0.000704,0.000045,0.000015,430,314,804,324,1234,638,1,0,0,0
622,20.721,14,2,car,0.000607,13,bench,0.000206,6,train,0.000060,0.000607,0.000025,0.000060,0.000051,0.000011,5,590,1104,116,1109,706,0,0,1,0
622,20.721,15,2,car,0.000513,13,bench,0.000295,6,train,0.000108,0.000513,0.000028,0.000108,0.000075,0.000021,134,602,1141,105,1275,707,1,0,1,0
622,20.721,16,6,train,0.000451,60,dining table,0.000051,2,car,0.000030,0.000030,0.000020,0.000451,0.000026,0.000012,43,291,1062,334,1105,625,0,0,0,0
